asset_id,cohort_start_date,entry_month,vehicle_class,monthly_km,engine_hours_per_month,load_factor,temperature_exposure,prior_repairs,service_delay_days,route_severity,preventive_maintenance_score,duration_months,event
VH-03269,2023-02-25,14,Heavy,4959.9,126.6,0.6536,0.3087,0,2.7,0.4833,0.8989,61.157,0
VH-03270,2022-09-28,9,Light,800.0,35.5,0.5812,0.2493,2,15.5,0.7641,0.7975,42.4535,0
VH-03271,2023-02-25,14,Heavy,8131.4,169.7,0.9322,0.3205,0,4.3,0.5984,0.6827,43.5355,1
VH-03272,2022-05-01,4,Medium,4774.6,113.0,0.7907,0.7535,1,1.9,0.5878,0.5095,11.4624,1
VH-03273,2022-03-02,2,Medium,5015.1,111.3,0.5424,0.1826,0,12.7,0.5597,0.5679,68.9846,0
VH-03274,2022-04-01,3,Heavy,6130.0,121.1,0.8708,0.5654,0,12.3,0.61,0.9099,39.2313,1
VH-03275,2023-04-26,16,Heavy,5198.1,111.1,0.8497,0.286,4,3.9,0.4472,0.6716,13.1793,1
VH-03276,2022-11-27,11,Heavy,5620.4,105.9,0.4625,0.7315,1,9.0,0.1516,0.7458,60.3747,0
VH-03277,2022-12-27,12,Medium,3864.4,103.3,0.7254,0.5551,2,7.3,0.3069,0.9792,27.0132,0
VH-03278,2022-12-27,12,Medium,2655.3,82.3,0.841,0.1536,2,7.7,0.3315,0.524,60.9371,0
VH-03279,2022-07-30,7,Medium,4920.3,103.2,0.8167,0.5325,0,6.0,0.3103,0.8356,62.6596,0
VH-03280,2022-11-27,11,Light,6647.4,138.0,0.4058,0.1544,3,19.7,0.6626,0.6845,47.6741,1
VH-03281,2022-07-30,7,Medium,3528.3,94.2,0.7043,0.4208,2,2.8,0.9008,0.7336,32.8704,1
VH-03282,2022-03-02,2,Light,3408.0,94.0,0.7702,0.1833,0,2.0,0.5046,0.6654,54.8876,1
VH-03283,2023-07-25,19,Medium,6331.5,124.0,0.9206,0.4044,1,3.9,0.7837,0.8262,49.3849,1
VH-03284,2022-05-01,4,Light,3814.1,82.5,0.8138,0.1685,2,10.8,0.6282,0.9005,60.0011,0
VH-03285,2022-05-31,5,Light,3884.2,85.4,0.8757,0.5968,2,5.3,0.8824,0.8576,29.3065,1
VH-03286,2023-01-26,13,Medium,3940.3,76.0,0.7583,0.3522,0,8.2,0.5105,0.2756,13.2736,1
VH-03287,2022-07-30,7,Medium,4402.5,103.6,0.4528,0.5989,1,10.5,0.7461,0.5543,45.5739,0
VH-03288,2022-03-02,2,Medium,2139.5,37.0,0.7087,0.7476,0,1.8,0.374,0.6926,58.8401,0
VH-03289,2023-09-23,21,Light,3691.0,73.9,0.8586,0.3851,2,10.1,0.7205,0.4951,12.4024,1
VH-03290,2022-12-27,12,Medium,4845.6,106.2,0.6353,0.7969,1,9.0,0.5818,0.6487,29.6182,0
VH-03291,2023-04-26,16,Medium,4834.9,85.1,0.7464,0.7741,1,1.0,0.2519,0.6336,35.2769,1
VH-03292,2023-02-25,14,Heavy,6237.0,107.8,0.8679,0.2553,1,1.3,0.4444,0.9192,30.0802,0
VH-03293,2023-02-25,14,Medium,7259.1,175.1,0.6814,0.4339,0,6.1,0.7448,0.7863,36.3643,1
VH-03294,2023-02-25,14,Medium,6768.7,139.3,0.736,0.2983,1,1.4,0.7575,0.8693,22.8071,1
VH-03295,2023-06-25,18,Medium,5872.0,162.5,0.3761,0.5499,1,7.5,0.2913,0.8537,60.6514,0
VH-03296,2022-07-30,7,Heavy,4276.9,124.6,0.9846,0.3541,3,3.1,0.4755,0.9087,53.7445,1
VH-03297,2023-05-26,17,Heavy,3565.4,71.6,0.2931,0.8135,0,2.5,0.2275,0.7735,21.224,0
VH-03298,2022-08-29,8,Medium,4526.8,135.7,0.6737,0.3661,2,4.9,0.3815,0.788,23.4837,0
VH-03299,2022-07-30,7,Medium,5378.4,133.6,0.2551,0.3472,0,3.1,0.5535,0.3336,22.8445,0
VH-03300,2022-03-02,2,Light,5732.9,117.7,0.8029,0.3233,1,7.4,0.6818,0.6336,49.001,1
VH-03301,2023-03-27,15,Heavy,5434.6,82.0,0.9257,0.0571,0,20.6,0.599,0.4439,15.5156,1
VH-03302,2022-05-31,5,Medium,4318.2,106.3,0.842,0.0806,0,3.2,0.5448,0.5988,15.9514,1
VH-03303,2023-11-22,23,Medium,5680.3,126.7,0.7607,0.3345,1,2.6,0.803,0.8306,23.3422,1
VH-03304,2023-09-23,21,Heavy,6391.3,148.5,0.9198,0.3583,0,6.3,0.4675,0.4968,4.8235,1
VH-03305,2022-04-01,3,Heavy,5820.2,125.9,0.8584,0.3369,3,7.1,0.6408,0.7918,23.3331,1
VH-03306,2022-10-28,10,Light,4452.0,81.8,0.6153,0.7151,0,1.0,0.316,0.7886,35.4054,1
VH-03307,2022-10-28,10,Light,3249.2,65.8,0.99,0.24,0,7.9,0.4501,0.702,57.4291,1
VH-03308,2022-01-01,0,Light,3213.6,82.0,0.8042,0.2794,1,8.3,0.497,0.706,42.5908,0
VH-03309,2022-11-27,11,Medium,3478.2,72.0,0.6529,0.5223,1,3.8,0.841,0.855,48.4479,1
VH-03310,2022-04-01,3,Light,4885.6,103.2,0.8216,0.0964,1,3.3,0.5838,0.7001,31.5898,0
VH-03311,2022-12-27,12,Heavy,5279.7,94.5,0.6676,0.726,0,5.6,0.515,0.7681,33.1087,0
VH-03312,2022-08-29,8,Heavy,2378.2,54.2,0.6873,0.3418,0,2.4,0.3254,0.7346,65.1725,0
VH-03313,2022-05-31,5,Medium,3744.0,66.5,0.9689,0.198,2,4.5,0.685,0.9089,10.9365,1
VH-03314,2022-05-01,4,Medium,4864.9,121.9,0.5393,0.539,1,2.0,0.5999,0.8661,38.9532,1
VH-03315,2023-09-23,21,Medium,3150.5,59.0,0.685,0.3714,1,2.7,0.6974,0.5929,26.6946,0
VH-03316,2023-09-23,21,Light,5150.9,110.0,0.9702,0.3163,1,4.9,0.4621,0.6157,12.6659,1
VH-03317,2022-09-28,9,Heavy,4038.9,122.2,0.431,0.3309,1,6.5,0.8893,0.5189,27.5064,0
VH-03318,2023-01-26,13,Light,3414.9,71.3,0.6583,0.5017,0,3.4,0.4411,0.7846,19.1868,0
VH-03319,2022-01-31,1,Light,4579.8,95.2,0.4902,0.5762,1,9.8,0.3264,0.7087,61.692,0
VH-03320,2023-11-22,23,Medium,5088.4,121.9,0.8697,0.1558,0,1.1,0.5803,0.9243,42.9719,0
VH-03321,2023-05-26,17,Light,3227.2,44.9,0.6025,0.8896,1,5.8,0.5863,0.5742,59.4994,1
VH-03322,2022-11-27,11,Medium,4136.1,110.7,0.5092,0.8301,1,2.2,0.4092,0.8971,40.6835,0
VH-03323,2022-11-27,11,Heavy,5201.5,130.5,0.6533,0.4394,0,8.5,0.8127,0.7294,22.5735,1
VH-03324,2023-10-23,22,Heavy,3356.9,82.5,0.5474,0.2395,0,26.7,0.4406,0.7011,18.6942,0
VH-03325,2023-08-24,20,Medium,2013.4,20.0,0.5409,0.185,0,2.8,0.4584,0.7726,71.3701,0
VH-03326,2023-10-23,22,Heavy,2195.1,44.9,0.4336,0.5577,0,3.0,0.6597,0.7537,62.563,0
VH-03327,2022-05-01,4,Medium,3872.9,67.0,0.6064,0.807,0,2.5,0.3565,0.8511,69.1946,0
VH-03328,2023-04-26,16,Heavy,2522.4,72.9,0.3652,0.4751,2,6.3,0.4728,0.8283,22.2976,0
VH-03329,2022-07-30,7,Medium,3978.4,104.2,0.8307,0.5331,0,3.8,0.3809,0.2874,61.7419,1
VH-03330,2023-05-26,17,Light,6997.4,161.3,0.6873,0.2474,1,5.8,0.5962,0.5569,46.8562,1
VH-03331,2023-11-22,23,Heavy,2432.1,36.0,0.9044,0.6031,3,1.9,0.7032,0.8964,14.4497,1
VH-03332,2022-01-31,1,Medium,4076.1,113.0,0.9629,0.8935,1,5.8,0.693,0.5206,12.6422,1
VH-03333,2022-01-01,0,Light,7698.5,167.1,0.9117,0.2246,1,4.8,0.207,0.8808,35.0751,1
VH-03334,2023-05-26,17,Light,5112.2,140.7,0.8686,0.4206,1,4.0,0.4553,0.4203,22.1096,1
VH-03335,2023-04-26,16,Medium,3948.4,91.7,0.7504,0.4954,1,12.1,0.2236,0.4349,27.7836,1
VH-03336,2023-04-26,16,Medium,4264.7,102.4,0.7156,0.3658,2,4.3,0.5762,0.4261,31.8946,0
VH-03337,2023-08-24,20,Medium,5144.0,107.4,0.7867,0.6502,2,2.2,0.9284,0.5949,2.4347,1
VH-03338,2023-03-27,15,Heavy,7043.7,177.6,0.9189,0.2742,1,6.0,0.5561,0.5653,22.0539,1
VH-03339,2023-02-25,14,Medium,3703.7,91.4,0.9085,0.4565,0,3.0,0.7791,0.6474,35.5069,1
VH-03340,2023-09-23,21,Medium,3363.6,96.4,0.903,0.748,1,6.5,0.4545,0.3668,9.3886,1
VH-03341,2022-10-28,10,Medium,2431.8,56.7,0.7854,0.5623,0,3.0,0.5035,0.9517,57.2093,1
VH-03342,2023-04-26,16,Heavy,4654.6,102.7,0.9179,0.5274,1,0.9,0.6483,0.72,56.3143,1
VH-03343,2023-10-23,22,Light,2391.5,62.1,0.9648,0.5136,0,4.0,0.4126,0.2923,22.6749,1
VH-03344,2022-01-01,0,Light,3804.3,106.2,0.8573,0.4996,1,1.9,0.7897,0.8561,36.6521,0
VH-03345,2023-01-26,13,Medium,3137.0,85.0,0.5498,0.3565,0,1.7,0.2964,0.3917,22.6133,0
VH-03346,2023-01-26,13,Medium,6111.2,137.9,0.5734,0.1554,3,8.6,0.8995,0.9485,56.2966,0
VH-03347,2022-06-30,6,Heavy,3737.4,55.2,0.6393,0.3937,0,2.5,0.569,0.9875,35.9207,0
VH-03348,2022-12-27,12,Medium,5095.4,125.4,0.6854,0.4116,1,1.6,0.5916,0.8362,45.4261,0
VH-03349,2022-07-30,7,Heavy,2093.9,24.9,0.7533,0.6244,3,8.6,0.8086,0.7833,45.5025,1
VH-03350,2023-09-23,21,Medium,4697.3,104.9,0.6048,0.2864,2,4.4,0.8371,0.9177,24.2461,0
VH-03351,2023-05-26,17,Light,2695.3,58.2,0.7815,0.1907,0,2.4,0.8093,0.7474,23.0316,0
VH-03352,2022-08-29,8,Light,3861.5,64.5,0.8413,0.417,0,2.7,0.6679,0.7281,18.9132,0
VH-03353,2023-08-24,20,Light,7816.8,179.3,0.7292,0.3877,1,2.7,0.2278,0.8779,7.6665,1
VH-03354,2023-07-25,19,Medium,5898.3,163.4,0.8555,0.3738,0,3.9,0.8313,0.7355,29.0853,1
VH-03355,2022-01-31,1,Medium,4307.4,91.0,0.8143,0.7585,2,6.3,0.9703,0.8971,40.0995,1
VH-03356,2023-03-27,15,Medium,9000.0,211.5,0.9471,0.1491,0,8.1,0.6302,0.7742,21.8314,0
VH-03357,2023-04-26,16,Medium,3127.2,104.8,0.555,0.6775,0,1.3,0.6785,0.808,24.7039,1
VH-03358,2023-05-26,17,Medium,6247.8,151.8,0.5157,0.1398,0,3.4,0.6808,0.8488,30.7387,0
VH-03359,2023-05-26,17,Medium,2201.0,39.2,0.6083,0.3712,0,2.2,0.3752,0.6039,69.3895,0
VH-03360,2023-01-26,13,Medium,4134.1,95.4,0.5904,0.4889,0,4.1,0.4545,0.4411,34.0125,1
VH-03361,2022-09-28,9,Medium,2478.3,62.3,0.7579,0.1102,0,5.8,0.5777,0.6938,60.4244,0
VH-03362,2022-11-27,11,Medium,4885.9,130.1,0.6216,0.4486,0,5.2,0.5132,0.8256,22.8281,0
VH-03363,2023-08-24,20,Medium,4584.0,120.1,0.5667,0.0654,0,3.8,0.1247,0.6449,61.2132,0
VH-03364,2023-02-25,14,Medium,4038.5,48.2,0.7772,0.7551,2,2.3,0.389,0.4132,50.2185,1
VH-03365,2022-01-01,0,Medium,6138.1,123.6,0.7548,0.4066,2,0.2,0.5201,0.7268,29.7497,1
VH-03366,2023-03-27,15,Medium,3649.4,80.0,0.4965,0.2834,3,5.5,0.4495,0.2275,53.8823,0
VH-03367,2023-10-23,22,Medium,4990.3,95.7,0.9055,0.3922,1,2.4,0.3974,0.9445,62.1921,0
VH-03368,2022-04-01,3,Medium,5730.8,71.9,0.3954,0.1162,0,8.4,0.7619,0.7463,44.5076,1
VH-03369,2022-01-01,0,Light,2275.2,39.7,0.5932,0.3045,1,7.1,0.5007,0.7794,35.4876,0
VH-03370,2022-01-31,1,Medium,3377.4,75.0,0.8846,0.4554,0,9.8,0.7041,0.5199,18.5664,1
VH-03371,2022-10-28,10,Heavy,4580.8,93.9,0.8516,0.4968,0,3.9,0.8965,0.93,23.3522,1
VH-03372,2022-05-01,4,Light,5445.2,106.1,0.6889,0.4087,1,4.3,0.5057,0.7762,25.9658,0
VH-03373,2023-04-26,16,Heavy,6631.9,148.0,0.4236,0.696,2,20.4,0.8766,0.7236,1.4098,1
VH-03374,2022-01-01,0,Light,4176.2,98.0,0.5605,0.0849,0,6.4,0.2226,0.3809,20.2529,1
VH-03375,2023-03-27,15,Medium,4025.3,82.4,0.8244,0.5937,2,0.6,0.5425,0.8153,36.6893,0
VH-03376,2023-11-22,23,Medium,3191.1,91.5,0.69,0.2242,1,4.5,0.7198,0.7788,29.4128,0
VH-03377,2022-06-30,6,Light,4995.0,111.9,0.9442,0.7046,3,9.3,0.3753,0.8678,21.7999,0
VH-03378,2022-01-31,1,Heavy,4054.3,77.0,0.5983,0.3151,0,9.6,0.6009,0.7583,61.2191,0
VH-03379,2023-08-24,20,Medium,4089.0,74.0,0.5175,0.6017,1,4.7,0.7453,0.5106,35.6869,0
VH-03380,2023-07-25,19,Heavy,4359.2,93.7,0.6554,0.47,0,9.0,0.4523,0.84,5.8999,1
VH-03381,2023-06-25,18,Medium,5327.4,135.1,0.7325,0.1213,1,6.9,0.3422,0.5349,25.9417,1
VH-03382,2022-06-30,6,Heavy,3654.4,68.9,0.8501,0.6099,2,13.7,0.3821,0.7492,46.8661,0
VH-03383,2022-12-27,12,Heavy,3341.8,83.2,0.6319,0.254,1,5.5,0.4387,0.3446,35.4798,0
VH-03384,2023-04-26,16,Medium,5147.6,115.8,0.6889,0.3392,0,7.1,0.5725,0.5378,61.2384,1
VH-03385,2023-03-27,15,Light,800.0,47.7,0.8413,0.33,2,4.0,0.6593,0.8192,29.0297,0
VH-03386,2022-06-30,6,Medium,3594.5,85.7,0.7279,0.2029,1,17.2,0.1955,0.4627,57.305,0
VH-03387,2022-01-31,1,Medium,2773.0,51.1,0.7942,0.5435,0,3.8,0.6407,0.942,51.9096,0
VH-03388,2023-08-24,20,Heavy,6304.9,151.2,0.5537,0.2645,2,5.9,0.498,0.826,26.8486,0
VH-03389,2022-07-30,7,Medium,3838.6,96.9,0.6126,0.3253,0,7.0,0.3539,0.6638,25.7136,0
VH-03390,2022-09-28,9,Medium,3658.9,75.4,0.8181,0.1717,0,2.0,0.2982,0.5065,32.3523,0
VH-03391,2023-08-24,20,Light,4427.1,80.9,0.6193,0.3163,0,7.9,0.6966,0.4353,56.0973,0
VH-03392,2023-06-25,18,Medium,3606.9,88.2,0.9048,0.2277,1,10.4,0.1358,0.7069,33.0617,0
VH-03393,2022-01-31,1,Heavy,3896.0,87.5,0.6129,0.0157,0,9.2,0.3095,0.8708,35.635,0
VH-03394,2023-03-27,15,Light,4645.7,80.5,0.7667,0.6721,2,2.4,0.4961,0.8307,30.1704,1
VH-03395,2022-10-28,10,Heavy,3866.9,89.7,0.7686,0.5955,0,3.2,0.7938,0.6634,39.0877,1
VH-03396,2022-12-27,12,Heavy,3856.2,76.1,0.6081,0.3307,0,2.5,0.1899,0.6699,48.3545,1
VH-03397,2022-10-28,10,Light,2984.8,43.6,0.9332,0.4807,1,3.2,0.7564,0.7502,34.4082,0
VH-03398,2023-03-27,15,Light,2769.3,56.3,0.6412,0.1182,0,8.3,0.5833,0.6911,23.1625,0
VH-03399,2022-12-27,12,Medium,4591.0,121.3,0.7451,0.3893,0,1.0,0.5326,0.5918,31.9496,0
VH-03400,2022-03-02,2,Medium,4959.9,128.3,0.5368,0.3355,4,3.6,0.5164,0.3923,37.6625,0
VH-03401,2022-01-01,0,Light,2357.8,66.6,0.7866,0.9547,0,5.1,0.6442,0.5048,39.3331,1
VH-03402,2022-04-01,3,Heavy,5639.9,129.4,0.8874,0.1794,2,13.5,0.8518,0.9763,9.8811,1
VH-03403,2022-10-28,10,Medium,5646.1,134.4,0.6233,0.2835,3,5.4,0.5274,0.6125,24.6758,1
VH-03404,2023-09-23,21,Heavy,5962.0,134.0,0.8606,0.3322,1,4.8,0.6422,0.8788,32.7947,1
VH-03405,2022-05-31,5,Heavy,4949.8,93.4,0.7436,0.77,2,9.2,0.7895,0.8852,21.1768,0
VH-03406,2023-07-25,19,Heavy,5455.6,107.7,0.6867,0.3145,2,1.8,0.4552,0.9084,44.9352,0
VH-03407,2023-10-23,22,Medium,7777.5,163.7,0.7345,0.6294,1,7.2,0.978,0.8033,24.0929,1
VH-03408,2022-01-31,1,Medium,4047.7,111.0,0.8985,0.3808,2,8.6,0.7502,0.8742,41.418,1
VH-03409,2022-05-01,4,Medium,2931.5,81.3,0.9185,0.4376,0,5.8,0.8946,0.6271,43.1538,1
VH-03410,2023-11-22,23,Light,2198.9,32.7,0.8774,0.3005,1,8.6,0.5399,0.7281,68.5744,0
VH-03411,2023-07-25,19,Medium,7133.5,159.3,0.7659,0.4048,3,5.0,0.6514,0.7368,15.9904,1
VH-03412,2022-03-02,2,Light,7153.2,152.9,0.7118,0.687,1,1.1,0.7147,0.6216,20.9058,1
VH-03413,2022-05-01,4,Medium,3113.1,66.9,0.6524,0.2976,0,2.6,0.3844,0.8254,58.3242,0
VH-03414,2022-08-29,8,Light,3409.0,67.7,0.9256,0.3747,1,4.8,0.4261,0.7739,23.5833,0
VH-03415,2022-05-31,5,Medium,4014.0,110.3,0.5696,0.412,0,19.8,0.87,0.8307,20.2617,0
VH-03416,2023-01-26,13,Light,6336.4,140.5,0.9294,0.1357,0,2.0,0.431,0.3785,17.1666,1
VH-03417,2022-07-30,7,Medium,2569.0,60.3,0.78,0.1265,0,10.0,0.4283,0.6845,4.4251,1
VH-03418,2022-03-02,2,Heavy,1550.1,37.8,0.4753,0.297,0,5.7,0.7393,0.7256,34.614,0
VH-03419,2023-04-26,16,Light,7751.3,156.8,0.8066,0.6263,0,5.2,0.7383,0.9158,5.6482,1
VH-03420,2022-06-30,6,Heavy,4968.6,112.0,0.7051,0.2152,1,4.0,0.5376,0.6074,11.5669,1
VH-03421,2023-09-23,21,Heavy,5181.6,131.1,0.7558,0.3281,1,6.5,0.4092,0.7966,36.3873,1
VH-03422,2022-11-27,11,Medium,4192.3,115.3,0.7877,0.6068,1,5.7,0.6588,0.5035,24.7344,1
VH-03423,2022-11-27,11,Medium,5198.7,98.3,0.942,0.3137,1,5.8,0.3172,0.6205,29.257,1
VH-03424,2023-09-23,21,Medium,2228.7,26.7,0.9017,0.2446,1,5.0,0.3775,0.9219,67.3921,0
VH-03425,2022-06-30,6,Light,3238.6,72.9,0.7448,0.6674,0,12.4,0.7297,0.5665,27.7197,1
VH-03426,2023-04-26,16,Medium,4657.7,120.1,0.9438,0.8269,1,8.3,0.6878,0.5614,6.8764,1
VH-03427,2023-07-25,19,Light,1093.7,29.7,0.3462,0.2348,0,4.9,0.6082,0.6395,43.3627,0
VH-03428,2023-08-24,20,Heavy,4046.2,100.1,0.6037,0.1841,0,7.0,0.7541,0.8117,17.6813,1
VH-03429,2023-11-22,23,Heavy,3953.8,67.5,0.4798,0.7724,0,7.8,0.5171,0.3506,55.7802,1
VH-03430,2022-03-02,2,Heavy,4046.0,81.3,0.7546,0.5429,0,6.9,0.8839,0.6109,20.1597,1
VH-03431,2023-07-25,19,Medium,3673.4,48.7,0.8242,0.588,1,2.4,0.6197,0.8578,21.0194,1
VH-03432,2023-05-26,17,Medium,3006.2,64.7,0.7155,0.5955,2,6.3,0.8529,0.7783,32.4199,1
VH-03433,2022-11-27,11,Heavy,1767.0,20.0,0.5969,0.5095,0,4.9,0.4202,0.7736,65.2352,0
VH-03434,2023-08-24,20,Light,4717.1,124.8,0.4932,0.1063,0,2.4,0.7183,0.7224,67.5239,0
VH-03435,2023-07-25,19,Light,4049.8,113.3,0.7821,0.126,0,5.4,0.4594,0.9391,26.6204,1
VH-03436,2023-05-26,17,Medium,2437.1,56.3,0.647,0.7331,0,6.2,0.6792,0.8336,51.9337,0
VH-03437,2022-01-31,1,Medium,4593.8,79.4,0.5962,0.0455,1,6.0,0.8191,0.5532,71.6435,0
VH-03438,2022-05-01,4,Medium,4057.6,95.8,0.4309,0.3571,0,4.8,0.2668,0.6472,55.0721,0
VH-03439,2023-03-27,15,Light,3808.5,112.5,0.7969,0.3895,0,5.3,0.4818,0.6596,54.279,0
VH-03440,2022-01-01,0,Medium,1264.7,35.2,0.8931,0.083,1,3.2,0.8717,0.735,4.2644,1
VH-03441,2022-08-29,8,Medium,5524.2,140.5,0.564,0.5896,0,4.0,0.6667,0.8546,41.1597,0
VH-03442,2023-01-26,13,Light,2650.4,51.6,0.8176,0.3233,0,0.6,0.1141,0.6553,9.3938,1
VH-03443,2022-04-01,3,Light,4594.9,89.0,0.6641,0.1279,1,4.0,0.9382,0.6851,23.6754,0
VH-03444,2022-09-28,9,Medium,3287.6,72.0,0.6775,0.7562,0,0.8,0.4407,0.7752,31.4508,0
VH-03445,2023-01-26,13,Heavy,3916.9,58.1,0.46,0.5386,0,4.2,0.359,0.7596,37.7977,0
VH-03446,2022-06-30,6,Medium,6228.4,172.4,0.6172,0.3408,2,6.7,0.5362,0.6053,25.7374,1
VH-03447,2023-11-22,23,Medium,5297.4,119.8,0.7383,0.4005,3,6.8,0.7078,0.5236,3.0586,1
VH-03448,2023-04-26,16,Heavy,6195.1,150.7,0.7751,0.3616,1,0.8,0.432,0.9397,55.9274,0
VH-03449,2022-05-01,4,Medium,4995.6,104.1,0.4501,0.6498,0,3.1,0.7675,0.7926,34.8401,0
VH-03450,2023-01-26,13,Heavy,5094.2,90.1,0.7299,0.1426,2,2.2,0.4638,0.6985,10.9688,1
VH-03451,2023-11-22,23,Medium,1828.3,62.0,0.6403,0.3454,0,5.2,0.734,0.7541,31.3251,0
VH-03452,2022-11-27,11,Medium,4023.7,72.6,0.3048,0.7879,1,4.2,0.3491,0.8287,41.4157,0
VH-03453,2022-11-27,11,Light,4162.6,97.7,0.9811,0.2913,2,22.1,0.7003,0.9091,20.8614,0
VH-03454,2022-04-01,3,Light,6335.5,147.4,0.7854,0.279,1,21.3,0.3181,0.83,45.5942,0
VH-03455,2023-04-26,16,Heavy,3740.7,84.2,0.6676,0.4587,0,5.3,0.6328,0.8125,23.7095,0
VH-03456,2022-08-29,8,Heavy,4897.3,97.1,0.8386,0.2137,0,3.7,0.4972,0.7824,24.5517,0
VH-03457,2022-05-31,5,Heavy,4838.6,105.3,0.8779,0.5877,2,6.1,0.6363,0.9854,33.3506,1
VH-03458,2022-10-28,10,Heavy,6236.5,124.3,0.5948,0.2046,0,1.8,0.2653,0.7238,46.9412,1
VH-03459,2023-10-23,22,Light,4299.4,107.7,0.676,0.3648,0,6.0,0.778,0.7518,29.5188,1
VH-03460,2023-08-24,20,Heavy,5741.7,136.2,0.5239,0.1332,1,12.1,0.5193,0.839,41.1274,0
VH-03461,2023-11-22,23,Medium,1942.7,42.9,0.321,0.3407,1,10.4,0.2499,0.6664,46.0594,0
VH-03462,2022-08-29,8,Heavy,2079.0,37.7,0.84,0.6024,2,10.6,0.4974,0.7613,32.8817,1
VH-03463,2022-11-27,11,Light,1075.0,55.5,0.8061,0.4146,0,7.1,0.8246,0.7367,51.8575,0
VH-03464,2023-08-24,20,Medium,5679.0,106.7,0.7225,0.326,1,10.4,0.6773,0.52,14.2922,1
VH-03465,2022-08-29,8,Heavy,5510.5,99.3,0.7414,0.2785,0,0.7,0.5408,0.3608,14.9341,1
VH-03466,2023-02-25,14,Heavy,5845.2,128.7,0.2632,0.5223,0,3.3,0.6891,0.6885,67.3788,0
VH-03467,2022-10-28,10,Medium,3484.0,73.6,0.8297,0.6655,1,8.1,0.4348,0.4486,24.1992,0
VH-03468,2023-03-27,15,Medium,3654.7,97.7,0.8924,0.2185,1,3.8,0.4925,0.6428,26.6426,0
VH-03469,2022-07-30,7,Medium,4318.4,105.7,0.6723,0.445,3,28.1,0.5643,0.6189,22.9445,1
VH-03470,2023-06-25,18,Heavy,6665.5,148.6,0.8326,0.3083,2,2.2,0.5585,0.9346,49.4328,1
VH-03471,2022-01-01,0,Medium,7040.7,164.0,0.9134,0.2741,3,13.2,0.6077,0.496,15.2643,1
VH-03472,2022-01-01,0,Medium,5690.7,133.7,0.4891,0.3531,2,5.2,0.5185,0.5023,46.8167,1
VH-03473,2023-11-22,23,Medium,4996.5,142.6,0.9331,0.2183,0,7.3,0.6381,0.8641,52.5765,0
VH-03474,2022-03-02,2,Medium,6503.1,148.3,0.7607,0.4017,1,1.9,0.5844,0.7849,26.2234,1
VH-03475,2022-03-02,2,Medium,4116.2,81.3,0.6,0.4438,0,2.1,0.6272,0.6057,36.0541,1
VH-03476,2023-06-25,18,Medium,3913.6,89.9,0.9136,0.4149,0,4.5,0.5562,0.3581,23.7855,1
VH-03477,2022-08-29,8,Heavy,4306.5,56.4,0.6172,0.0439,0,2.3,0.8064,0.7323,64.3939,0
VH-03478,2022-05-31,5,Heavy,3031.9,66.9,0.757,0.3278,1,7.1,0.7697,0.7034,49.3119,0
VH-03479,2023-07-25,19,Heavy,4237.5,110.6,0.7198,0.6623,1,2.8,0.5644,0.6683,35.2859,1
VH-03480,2022-07-30,7,Medium,2823.9,71.8,0.483,0.2656,0,4.2,0.4817,0.6091,28.3088,0
VH-03481,2022-01-31,1,Medium,6037.5,138.6,0.5229,0.6143,2,8.3,0.8442,0.5476,19.6133,1
VH-03482,2022-04-01,3,Heavy,5315.5,127.9,0.6773,0.2296,0,3.5,0.5017,0.9942,45.8907,0
VH-03483,2022-04-01,3,Heavy,6644.3,164.2,0.6725,0.298,0,2.7,0.2194,0.4349,49.9274,0
VH-03484,2022-07-30,7,Medium,2056.1,67.1,0.6141,0.3732,0,1.5,0.3636,0.513,25.1381,0
VH-03485,2023-06-25,18,Medium,7352.5,170.1,0.7931,0.8986,1,16.0,0.5454,0.7601,29.4825,1
VH-03486,2023-10-23,22,Heavy,2141.3,42.8,0.8887,0.2441,3,5.2,0.5676,0.7309,22.0881,1
VH-03487,2022-05-01,4,Medium,2702.5,25.4,0.7779,0.5791,0,1.3,0.424,0.7768,48.5157,0
VH-03488,2023-04-26,16,Heavy,3568.8,94.0,0.7684,0.2127,0,6.7,0.6356,0.6931,37.0627,0
VH-03489,2023-10-23,22,Light,6461.6,151.3,0.5579,0.7933,0,2.3,0.0895,0.4369,33.3081,1
VH-03490,2023-03-27,15,Medium,4838.4,109.8,0.8004,0.3712,0,10.0,0.5853,0.8207,33.3105,0
VH-03491,2022-01-01,0,Medium,4134.3,81.6,0.8056,0.6229,0,4.8,0.6308,0.6057,9.9959,1
VH-03492,2023-09-23,21,Light,3311.1,88.1,0.8105,0.0179,1,5.4,0.6076,0.6783,21.4506,0
VH-03493,2023-05-26,17,Heavy,2436.1,50.3,0.744,0.205,2,1.2,0.6473,0.6238,30.7618,1
VH-03494,2022-01-31,1,Medium,6198.9,137.2,0.6839,0.5289,1,8.7,0.6565,0.9023,23.5594,1
VH-03495,2022-01-31,1,Light,5698.0,125.8,0.7245,0.6806,3,5.7,0.2458,0.7249,42.6372,0
VH-03496,2022-03-02,2,Heavy,6528.7,151.8,0.7572,0.4237,2,1.8,0.8969,0.8123,5.5496,1
VH-03497,2022-03-02,2,Heavy,5095.2,96.0,0.8612,0.6019,1,2.3,0.7628,0.765,22.4256,0
